Macht	мощь, сила, могущество, власть
Märtyrer	мученик
Begrüßung	приветствие
berüchtigt	пресловутый, пользующийся дурной славой
freisetzen	освобождать
Vernichtung	уничтожение, истребление; разрушение
Arche	ковчег
Büchse	банка, ружьё, винтовка
standhalten	выдерживать
einfädeln	вдевать (нитку в иголку)
zuweisen	направлять, назначать (кого-л., напр., на работу)
verzweifeln	отчаиваться
ducken	пригибаться
Achse	ось
Übersee	(употр. без артикля) заокеанские (трансатлантические) страны
unverheiratet	холостой, незамужняя, неженатый
Optimist	оптимист
beleidigend	обидный, оскорбительный
Reim	рифма
Beamter	чиновник
Berühmtheit	известность; слава
entlasten	разгружать, освобождать (от чего-л.)
sterbend	умирающий
Jackett	пиджак
Schlinge	петля, силок
Hexerei	волшебство, колдовство
zusammenziehen	стягивать, суммировать, складывать, съезжаться
schamlos	непристойный, бесстыдный, наглый, циничный
größtenteils	преимущественно; главным образом
Liebende	влюблённые
krabbeln	ползать
Blutbad	кровопролитие
unschlagbar	непобедимый, несокрушимый
Krabbe	краб
anschlagen	прибивать
Lehrling	ученик (на производстве, у ремесленника)
Gemeinsamkeit	общность
rücksichtsvoll	тактичный, обходительный
Bestand	запас, фонд, состав
Vorort	пригород
unbegrenzt	неограниченный
Rückgrat	хребет
Gerichtshof	суд, судебная палата, трибунал
hierlassen	оставлять здесь
tappen	тяжело ступать
Aufklärung	разъяснение, прояснение, разведка
Schlaftablette	снотворное
Kleiderschrank	бельевой шкаф
belehren	~ поучать, учить (кого-л. чему-л.); наставлять (кого-л.); давать сведения (кому-л. о чём-л.)
Auserwählte	избранница
Wohlergehen	здоровье
aufdringlich	назойливый
unverändert	неизменившийся
hundertmal	сотню раз
vorspielen	играть, проигрывать
rasend	неистовый, бешеный, буйный, стремительный
Apfelkuchen	яблочный пирог
Rentner	пенсионер
schädigen	поврежда́ть
Schimpanse	шимпанзе
Blase	пузырь
Alarmanlage	сигнализация
einteilen	подразделять (на что-л.)
Ankündigung	объявление, оглашение; возвещение; сообщение, извещение, уведомление
unangemessen	несоответствующий (об оплате)
verkürzen	укорачивать
samstags	по субботам
Anmut	грация; прелесть, привлекательность
verkommen	разложи́ться, дегради́ровать, опускаться
verdauen	переваривать
fragwürdig	сомнительный
Denker	мысли́тель
Zeitraum	период
Beratung	совещание, консультация
Klopapier	туалетная бумага
leiblich	родной, кровный
herumsitzen	сидеть (кругом) (вокруг чего-л.)
unaufhörlich	непрестанно
Zusammenbruch	развал, распад, катастрофа; крушение, провал, крах
Hebamme	акушерка, повитуха
Darsteller	исполнитель, актёр
Pflege	присмотр, уход (за кем-либо); попечение, забота (о ком-либо, о чём-либо)
erhöht	повышенный
häuslich	домашний
aufkreuzen	морск. лавировать против ветра
erschweren	затруднять
Kleinstadt	провинциальный городок, маленький городок
arbeitend	работающий
anbeten	поклоняться
wälzen	ворочать, ворочаться, сворачивать, переворачивать
Bestechung	взяточничество
rausfliegen	вылететь, быть выгнанным
vertagen	отложить
schmollen	дуться (на кого-л.), капризничать, надувать губы
Pfahl	столб
Rückschlag	обратный удар; возврат (мяча); отдача (при выстреле); ответная реакция
ätzend	едкий
Zielscheibe	мишень
Antenne	антенна
Zauberstab	волшебная палочка
Moos	мох, бабки, Мос
entwickelt	развитый, разработанный
Heimatstadt	родной город
Wandel	изменение
Offenbarung	откровение
Schenkel	бедро
zischen	шипеть
Keim	начало, ростки, росток, завязь
Pforte	ворота, врата
herrichten	устраивать, приготовлять; обставлять (квартиру), оборудовать; накрывать (на стол)
kugelsicher	пуленепробива́емый
Menschenmenge	толпа; многолюдье
Intensivstation	реанимация, интенсивная терапия
Linse	чечевица, линза
gesegnet	джакузи
sprachlos	немой, безмолвный
ausrufen	выкрикивать, восклицать
auferstehen	воскресать
Schwamm	губка, гриб
Tau	роса, верёвка, тау
vorankommen	двигаться вперёд
Straßenbahn	трамвай
bücken	наклоняться
Volltreffer	воен. прямое попадание
Lenkrad	руль
Befreiung	освобождение, избавление (von D от кого-л., от чего-л.; aus D от чего-л., из чего-л.)
barmherzig	милосердный
weggeben	отдавать (в чьё-л. распоряжение), предоставлять
Mylady	миледи
Ais	ас, туз
Klartext	открытый текст, незашифрованный текст
Säge	пила
erfrischend	освежающий
schikanieren	придираться (к кому-л.); причинять неприятности (кому-л.); мучить (кого-л.); преследовать (кого-л.)
mürrisch	угрюмый
gefroren	замёрзший, замороженный
ausweisen	высылать; выдворять (из пределов государства)
vorsingen	петь, напевать (что-л. кому-л.), исполнять (напр., песню)
antreffen	заставать, застать
stottern	заикание
Schiene	рельс, полоса, планка, шина
drittens	в-третьих
Stecker	ште́кер
Mädchenname	женское имя
schärfen	приправлять, делать (более) острым, затачивать
Überprüfung	проверка, проверочное испытание; контроль
Akku	аккумулятор
entfalten	развёртывать; расправлять; распускать (паруса); раскрывать (парашют)
abtrennen	отделять
Dolmetscher	устный переводчик, толмач
herziehen	приближаться, переезжать (сюда), злословить обрушиваться, тащить волочить (за собой)
Razzia	газья, разья, облава, шухер
tagen	светать, рассветать, заседать
Funkgerät	радиоаппаратура
Essig	уксус
aufschieben	откладывать, отсрочивать
Peso	песо (денежная единица в ряде стран Южной Америки)
Vogelscheuche	пугало, чучело
andernfalls	в противном случае, иначе
Spatz	воробей
Fleiß	трудолюбие, прилежание
unzuverlässig	ненадёжный, недостоверный (об источнике); неблагонадёжный (о людях)
eingehend	тщательный
nachlässig	небрежный, неаккуратный
unvollständig	неполный
Gratulation	поздравление
landesweit	по всей стране
Pfütze	лужа
voraussehen	предвидеть
damalig	тогдашний
Hautfarbe	цвет кожи (человека)
Nervenzusammenbruch	нервный срыв
Verlag	издательство, издательский дом
einklemmen	защемлять, прищемлять
Umsatz	оборот, обмен
einwickeln	завёртывать; пеленать; закатывать; бинтовать; накручивать (волосы на бигуди)
selbständig	самостоятельный; независимый
Autofahrer	водитель автомобиля
Stütze	опора
Landsleute	земляки
sprühen	разлетаться, распыляться, разбрызгиваться
Praktikum	практика
hinschicken	послать туда, отправить
Aufwand	расходы, затраты, издержки
Träger	бретелька, балка
einspringen	впрыгивать, вскакивать (на трамвай и т. п.)
aufbleiben	не ложиться спать, бодрствовать
augenblicklich	мгновенный, настоящий, сейчас, мигом
minderjährig	несовершеннолетний (не достигший 18 лет - в ГДР, не достигший 21 года - в ФРГ)
Wimper	ресница, ресничка
handhaben	использовать, обращаться
abgelegen	отдалённый
auswirken	сказываться, отражаться
Teilnahme	участие, сочувствие, заинтересованность
begnadigen	помиловать, амнистировать; прощать; смягчать наказание
hupen	сигналить
Eiscreme	мороженое
akzeptabel	приемлемый
Schweinerei	бардак, свинство
Feldwebel	сержант, фельдфебель
Schwächling	слабый (слабосильный, хилый, болезненный) человек
beieinander	вместе, рядом
wegräumen	убирать
Hochzeitsreise	свадебное путешествие
Zange	плоскогубцы
heimzahlen	отплатить, отомстить (кому-л. за что-л.), расквитаться (с кем-л. за что-л.)
Freier	жених
einfügen	вставлять
Testergebnis	результат анализа
Ablehnung	отказ, неприязнь, отвращение
Gelehrter	учёный
Lira	фин. бывшая итальянская денежная единица (1 лира = 100 сентесимо)
verseuchen	заражать
durchbohren	пронзать, пробуравить
materiell	материальный
Nahrungsmittel	продукт питания
Währung	валюта
Windschutzscheibe	лобовое стекло
verletzlich	легко уязвимый, ранимый
Cheeseburger	чизбургер
bang	боязливый, робкий
Aufrichtigkeit	искренность
Neugierde	любопытство
Umlaufbahn	орбита
wohltätig	благотворный, полезный
Schlagzeug	ударная установка
überglücklich	очень счастливый
Bauchschmerz	боль в животе
Stachel	жало
erliegen	поддаваться
Sonde	зонд
Schwiegertochter	сноха, невестка
schaufeln	копать, рыть
Skizze	эскиз, набросок, рассказ, очерк
ungelöst	нерешённый
Urteilsvermögen	способность к вынесению суждения
kitschig	низкопробный, пошлый, безвкусный, халтурный (о произведениях литературы и искусства)
Verkäuferin	продавщица
Mondlicht	лунный свет
Aufschub	отсрочка
Abteil	купе
abstoßend	отталкивающий, отвратительный
schaukeln	качать
überallhin	повсюду, везде
Kleinkind	малолетний ребёнок
Versorgung	снабжение, обеспечение
verstauen	убирать, убрать
anpacken	хватать, приступать, приниматься
Nachsicht	снисходи́тельность, снисхожде́ние
Schraubenzieher	отвёртка
Schlumpf	смурф, смурфик
ausgebucht	забронирован, всё занято
einwilligen	соглашаться (на что-л.)
Aussprache	произношение, выговор, объяснение
Lebenszeichen	признак жизни
Gläschen	стаканчик, рюмка, рюмочка
vermehren	увеличивать, умножать, размножаться
Klingel	звонок
Pumpe	насос, сердце
feindselig	враждебный, недружелюбный
furchterregend	устрашающий
Einführung	введение
Auflage	обязанность, выполнять обязательства, тираж
Nachtigall	соловей
verschulden	задолжать
vereinfachen	упрощать
Kaiserin	императрица
Fährte	след
Hektar	гектар
Bleibe	пристанище
Pantoffel	домашняя туфля (без задника)
bedauerlicherweise	к сожалению
hochheben	поднимать ( поднять )
üppig	пышный (о фигуре)
Miene	вид, выражение, мина
Pott	горшок
Außenwelt	внешний мир
ungelegen	неудобный, неблагоприятный
Zirkel	циркуль, кружок
Turnschuh	кед
Offenheit	открытость
Rübe	корнеплод ; [2] свёкла ; [3a] репа, тыква
Zensur	оце́нка, отме́тка, цензу́ра
schildern	описать, изобразить, рассказать
Anstellung	зачисление на службу, приём на работу
Gaul	конь, лошадь
morgig	завтрашний
Einigung	объединение, соглашение
Aberglaube	суеверие
unverzeihlich	непростительный
Fernglas	бинокль
misshandeln	жестоко [плохо] обращаться (с кем-л, с чем-л), истязать (кого-л), издеваться (над кем-л, над чем-л)
abwischen	стирать, вытирать (пыль и т. п.)
bizarr	причудливый
Minderjährige	несовершеннолетний, несовершеннолетняя
entmutigen	лишать
Unwetter	непогода
betreffend	относительно
Strohhalm	соломинка
zügeln	сдерживать, обуздывать
deprimiert	подавленный, в депрессии
Kaff	мякина, высевки
beiwohnen	присутствовать (где-л.)
zerschneiden	разрезать (на куски); изрезать
schwinden	убывать, исчезать
Anbetracht	учитывая, принимая во внимание
austreten	выходить (из строя, на открытое место)
Sichtweise	взгляд (на что-л)
Verbündeter	союзник
entschieden	решительно
Möhre	морковь
Lieferant	поставщик
Zeugenaussage	юр. свидетельское показание
flachlegen	повалить
aufwühlen	будоражить, волновать
unerhört	неслыханный
siebzehn	семнадцать
versohlen	подшивать (прибивать) подмётки (к обуви)
hintun	деть, положить
Mandel	миндаль, миндальное дерево
Ehrfurcht	глубокое уважение, почтение (к кому-л., к чему-л.); благоговение (перед кем-л., перед чем-л.)
freinehmen	sich ~ отпроситься, взять выходной (день)
Bündel	связка, сноп; котомка
Jacht	яхта
abstatten	наносить визит
abfallen	опадать, отпадать, оставаться, оступаться
verstellen	притворяться, притвориться
Toilettenpapier	туалетная бумага
Äußerung	высказывание, отзыв, выражение, проявление
Wirbelsäule	позвоночник, позвоночный столб
Streifenwagen	патрульная (полицейская) машина
durchsichtig	гласный
verdenken	ставить в вину (кому-л.)
Darbietung	предложение
klebrig	клейкий, липкий
Spatzen	воробьи
Bach	ручей, речка, Бах
zähmen	приручать
empört	возмущённый
unverantwortlich	безответственный
beschmutzen	загрязнять, засорять, пачкать
Schwachstelle	экон. узкое место
Migräne	мигрень
Anhalter	анхальтец, ангальтец (житель Анхальта, Ангальта)
Lieblingsfarbe	любимый цвет
tarnen	маскировать, скрывать; камуфлировать
Fußstapfen	следы, стопы
eineinhalb	полтора
Aufsehen	смотреть вверх, уважать
Fetzen	клочок, обрывок
Ausgangssperre	комендантский час
dreist	наглый, дерзкий
aufdrehen	отвёртывать, открывать (вращая)
vermachen	завещать
Pflaume	слива
Sportwagen	спортивный автомобиль, спорткар
beleuchten	освещать
bestehend	существующий
herausragend	выдающийся, значительный
Diplomatie	дипломатия
Schar	толпа, лемех, сошник
imaginär	мнимый, воображаемый, кажущийся
Walzer	вальс
Durchmesser	диаметр
lokalisieren	локализовать (определять, определить местоположение)
Menschenverstand	человеческий разум
Stellvertreter	заместитель
aushändigen	вручать, выдавать (на руки), передавать (из рук в руки, с рук на руки)
Maultier	мул
erachten	признавать, рассматривать, считать
zwitschern	щебетать, опрокинуть стакан, выпить, жахнуть
Stäbchen	палочка; прутик
zuwenden	поворачивать (что-л. к кому-л., к чему-л.)
einwerfen	бросать (что-л. внутрь чего-л.); опускать (бюллетень, письмо, монету в щель автомата)
vergesslich	забывчивый
abhacken	откалывать, отрубать, отщеплять
nageln	забивать гвоздь
Bankräuber	грабитель банков
zurückweisen	отка́зывать
Anzahlung	задаток, первоначальный взнос
Richterin	судья
startklar	готов к старту
Pate	крёстный отец
Umfang	окружность
zuschreiben	разг. приписать (что-либо, напр., к письму), сделать приписку
aufschließen	открывать; отмыкать; отпирать (замок, дверь)
rankommen	подобраться, дотянуться
verstricken	израсходовать при вязании (напр., шерсть)
Fußabdruck	след стопы
Schnupfen	нюханье, насморк
anbrennen	зажигать, зажигаться
Belang	значение, требования, интересы, в этом отношении
Silbe	слог
Gebäck	печенье, выпечка
langgehen	идти вдоль, пройти
Furz	груб. пердь, пердёж
erkennbar	узнаваемый
Durchfall	понос, провал
gemacht	сделанный
abkriegen	получать свою долю (тж. перен.)
Schlappschwanz	пренебр. тряпка (о человеке)
kreischen	визжать, взвизгнуть, верещать, скрипеть
ausspannen	распрягать, выпрягать (лошадей)
kämmen	расчесывать
voreingenommen	предубеждённый, пристрастный, предвзятый
Schürze	передник, фартук
glaubhaft	правдоподобный, вероятный
sausen	шуметь, свистеть
Iren	ирландцы
Nachttisch	ночной столик, тумбочка
unordentlich	неопрятный, непорядочный
abergläubisch	суеверный
Krimi	детектив
ausspionieren	разузнать, выведать, разведать, разнюхать; выследить
